,class
32994,anomaly
88708,anomaly
24217,anomaly
92051,normal
102168,normal
26819,normal
108896,normal
55426,normal
9752,normal
8004,normal
16154,anomaly
20095,normal
8438,normal
26170,anomaly
67065,normal
1125,anomaly
33691,anomaly
1283,anomaly
56481,anomaly
119052,normal
115357,anomaly
52756,anomaly
119796,normal
42870,normal
31852,anomaly
124413,normal
54400,normal
105487,normal
110454,anomaly
80685,normal
63370,normal
62987,normal
2591,normal
5906,anomaly
55661,normal
11205,normal
39901,normal
67843,normal
90724,anomaly
20074,normal
17071,normal
112507,normal
33380,normal
65031,normal
89087,normal
119798,normal
85120,normal
109472,normal
6629,normal
4135,normal
1898,normal
79473,normal
282,normal
65794,normal
11116,normal
6530,normal
37711,anomaly
84742,normal
80257,anomaly
77067,normal
85445,normal
29139,normal
6971,normal
113193,anomaly
79057,normal
37991,anomaly
67821,anomaly
87983,normal
40846,anomaly
21038,normal
21384,anomaly
6710,normal
124926,anomaly
57828,normal
75939,anomaly
21800,normal
33243,anomaly
51707,normal
49159,anomaly
61001,anomaly
71947,normal
2551,normal
94986,anomaly
6852,normal
32658,normal
103850,normal
79025,normal
51578,anomaly
88664,anomaly
26390,normal
48563,anomaly
64166,anomaly
21253,anomaly
18658,normal
41971,normal
50729,normal
23648,anomaly
91179,normal
42951,anomaly
20354,anomaly
13565,anomaly
22263,normal
81816,normal
100417,normal
29118,normal
119664,anomaly
39961,anomaly
118555,normal
18489,normal
6823,anomaly
27624,normal
56700,anomaly
114586,normal
781,anomaly
14939,anomaly
18133,normal
96334,anomaly
96468,normal
10983,normal
72055,normal
5774,anomaly
30933,normal
78707,anomaly
30573,normal
9283,normal
63870,normal
74905,anomaly
12819,anomaly
18708,anomaly
63878,normal
108575,anomaly
37823,normal
10800,normal
124431,anomaly
59634,anomaly
67263,anomaly
16994,normal
48777,normal
70202,anomaly
30651,anomaly
120101,normal
90023,normal
57326,normal
74071,anomaly
93269,anomaly
69286,normal
12924,normal
78258,anomaly
96111,normal
76943,normal
65633,anomaly
121673,anomaly
68673,anomaly
111672,anomaly
14357,anomaly
83457,normal
13140,anomaly
47945,anomaly
69184,anomaly
109153,anomaly
78021,normal
50669,anomaly
67169,normal
86544,anomaly
45232,anomaly
44629,anomaly
55718,anomaly
46760,normal
18474,normal
23481,anomaly
71707,normal
7521,anomaly
98876,normal
97852,anomaly
75415,normal
62032,normal
124522,normal
19446,normal
33365,normal
15352,normal
88553,normal
91006,anomaly
24259,normal
122666,anomaly
7345,anomaly
6304,normal
122642,normal
6588,anomaly
81912,anomaly
42891,normal
29055,anomaly
124978,normal
87896,normal
57714,anomaly
18322,normal
26928,anomaly
124878,anomaly
34521,anomaly
118358,anomaly
28228,normal
120852,normal
18745,normal
20644,normal
70968,anomaly
22669,anomaly
111487,anomaly
102263,anomaly
2539,anomaly
77465,normal
50601,normal
65428,normal
104646,anomaly
107439,anomaly
124063,normal
120279,anomaly
66707,normal
48330,normal
7927,normal
124831,normal
14289,anomaly
96894,normal
97798,normal
122872,normal
102304,normal
17073,anomaly
47299,normal
15892,normal
124670,anomaly
50026,normal
18681,anomaly
40785,normal
2643,normal
95850,anomaly
59063,normal
5347,anomaly
96044,anomaly
41800,anomaly
120363,normal
49733,normal
32972,anomaly
7896,normal
9833,normal
100318,normal
93583,normal
32591,normal
50057,anomaly
17015,anomaly
73997,anomaly
19675,normal
34742,normal
162,normal
103302,anomaly
74971,normal
9557,anomaly
92573,anomaly
37481,normal
74603,anomaly
1431,anomaly
80797,anomaly
23252,anomaly
45603,normal
62424,anomaly
13975,normal
67155,normal
7710,anomaly
7736,anomaly
37051,normal
7531,normal
112443,anomaly
17069,normal
13493,anomaly
42821,normal
43619,anomaly
68920,normal
2839,anomaly
94848,anomaly
117666,anomaly
5105,normal
56614,anomaly
15078,normal
29309,anomaly
19715,normal
26201,anomaly
114245,anomaly
108899,anomaly
121092,anomaly
25279,anomaly
113737,anomaly
2096,normal
42963,anomaly
22436,normal
7999,anomaly
62812,normal
94788,normal
81906,normal
70553,anomaly
25122,normal
83369,normal
61330,anomaly
23284,anomaly
84530,anomaly
83820,normal
90106,anomaly
53072,anomaly
35525,anomaly
97909,anomaly
6397,anomaly
108381,normal
93808,normal
112234,anomaly
54220,normal
46850,anomaly
34865,anomaly
8329,normal
95804,anomaly
120312,anomaly
107332,anomaly
3471,anomaly
111193,anomaly
14472,normal
114534,normal
57418,normal
116859,anomaly
84045,anomaly
30254,anomaly
100037,anomaly
83930,normal
30447,normal
125652,anomaly
34051,normal
45253,anomaly
59792,normal
77984,normal
75564,anomaly
21621,anomaly
33787,normal
16184,normal
123490,normal
75054,normal
27386,normal
25051,normal
84730,anomaly
50288,anomaly
1651,normal
99134,anomaly
33937,normal
76256,normal
6256,normal
28854,anomaly
5469,anomaly
94947,anomaly
81580,anomaly
123942,normal
10258,normal
114367,anomaly
115555,normal
43934,anomaly
13428,normal
37861,normal
21817,anomaly
66077,normal
62539,anomaly
42092,anomaly
49815,normal
78229,normal
55506,normal
5997,normal
68926,normal
110384,normal
109458,anomaly
28731,normal
60603,anomaly
123079,anomaly
14226,anomaly
115281,anomaly
16029,anomaly
125876,normal
109079,normal
11005,anomaly
36727,anomaly
93059,anomaly
6643,anomaly
95286,anomaly
23225,normal
119119,normal
48868,normal
16087,normal
69122,anomaly
94733,normal
36060,normal
68099,anomaly
109126,normal
27766,anomaly
59664,anomaly
122397,anomaly
37804,anomaly
33848,normal
61627,anomaly
104195,normal
64429,normal
92197,normal
80073,anomaly
59796,normal
119654,anomaly
2023,normal
78645,anomaly
124380,normal
73445,anomaly
123929,anomaly
23705,normal
114914,normal
66549,anomaly
113175,normal
18313,normal
107539,normal
103555,normal
9596,anomaly
100483,normal
82617,anomaly
115812,normal
23762,normal
12087,anomaly
54341,normal
5110,normal
89822,normal
100082,normal
36751,anomaly
117322,normal
15379,normal
89464,normal
40372,anomaly
19873,anomaly
13944,normal
115725,anomaly
63437,anomaly
26832,normal
35851,anomaly
10805,normal
19033,normal
108777,anomaly
47701,normal
84899,normal
117235,normal
37900,normal
67695,normal
31656,normal
76865,normal
25498,normal
79578,anomaly
80102,normal
104749,anomaly
36735,anomaly
34196,normal
3081,anomaly
68056,normal
110058,normal
123492,anomaly
108351,normal
21727,normal
62946,normal
113767,anomaly
38787,anomaly
82368,anomaly
49666,normal
91396,anomaly
55147,normal
22656,anomaly
65095,anomaly
102031,normal
122041,normal
41321,anomaly
88199,anomaly
29806,normal
101604,anomaly
56447,anomaly
9496,anomaly
104555,anomaly
5926,normal
29725,anomaly
51612,normal
81942,normal
83986,normal
18037,normal
8894,normal
8706,anomaly
66912,normal
67260,normal
27044,normal
3754,anomaly
108821,normal
57804,anomaly
29739,anomaly
20567,normal
46486,normal
102386,normal
91598,normal
44638,normal
48689,normal
24858,normal
55731,normal
119246,anomaly
110804,normal
64028,anomaly
13057,anomaly
85457,anomaly
48908,anomaly
93980,anomaly
23387,normal
43541,anomaly
58712,normal
86250,normal
58005,anomaly
57941,normal
94463,anomaly
108255,anomaly
14571,normal
94870,anomaly
82566,anomaly
55533,normal
23911,anomaly
98605,normal
79751,normal
15997,anomaly
105469,normal
28044,normal
100500,anomaly
56849,anomaly
43950,anomaly
50408,normal
37643,anomaly
76272,normal
114726,anomaly
48758,normal
120029,anomaly
30841,anomaly
77794,anomaly
61332,anomaly
121719,anomaly
84080,anomaly
98989,normal
64946,normal
93471,normal
76971,anomaly
46804,normal
14291,anomaly
2461,normal
77811,anomaly
92949,anomaly
77425,anomaly
105432,anomaly
49145,normal
55419,normal
54093,normal
38714,normal
70119,normal
22168,normal
45000,normal
26806,normal
89489,anomaly
58279,normal
45838,normal
16905,normal
57866,anomaly
95457,anomaly
64379,anomaly
60703,anomaly
9503,normal
69519,anomaly
112990,normal
39071,anomaly
108212,normal
99084,anomaly
59765,normal
17153,normal
87527,anomaly
5978,anomaly
25227,anomaly
85667,anomaly
34964,anomaly
46857,anomaly
57713,normal
125797,anomaly
86205,anomaly
61558,anomaly
78040,anomaly
59560,anomaly
42600,normal
26189,normal
6979,normal
97661,normal
50979,anomaly
77360,normal
91074,anomaly
96718,anomaly
52161,normal
35144,normal
118527,anomaly
61063,anomaly
17630,normal
23888,normal
109787,normal
39279,normal
78815,normal
28270,normal
124647,anomaly
47241,normal
5439,normal
76295,normal
104797,anomaly
107268,anomaly
29956,normal
92601,normal
28138,anomaly
57906,normal
64027,anomaly
103814,anomaly
103634,normal
110990,anomaly
70067,normal
9866,anomaly
48355,anomaly
115053,normal
10142,anomaly
44857,anomaly
94439,normal
88340,anomaly
16531,normal
83588,normal
76816,anomaly
101015,normal
89570,anomaly
28082,normal
7788,anomaly
36224,normal
63530,normal
94294,normal
60920,normal
117959,anomaly
70476,anomaly
41991,anomaly
92260,normal
22614,anomaly
63936,normal
105387,normal
30111,anomaly
47684,normal
96722,normal
56492,normal
25431,normal
118614,anomaly
7099,normal
73616,normal
49230,normal
23472,normal
51399,anomaly
123053,anomaly
123662,normal
115463,anomaly
92961,normal
107210,normal
122139,anomaly
90900,normal
51431,anomaly
28671,anomaly
20281,anomaly
122684,normal
89097,anomaly
42080,anomaly
6172,normal
3631,normal
49723,normal
64641,normal
104576,normal
90536,normal
33160,anomaly
3191,anomaly
32784,normal
30911,normal
53352,anomaly
117360,normal
125267,normal
64041,normal
55316,normal
19877,normal
30620,anomaly
26035,normal
123475,normal
14056,anomaly
72930,anomaly
21223,anomaly
33361,normal
93947,anomaly
37487,anomaly
25121,anomaly
104131,anomaly
10749,anomaly
89881,anomaly
29300,anomaly
120575,anomaly
117043,normal
22420,normal
4798,normal
10634,anomaly
70331,normal
53744,normal
109538,normal
41424,normal
163,normal
671,anomaly
53420,anomaly
47076,anomaly
125634,normal
16052,normal
56532,anomaly
113132,anomaly
90353,anomaly
59353,anomaly
22740,anomaly
60428,normal
96320,normal
91012,anomaly
5542,normal
120695,normal
106297,anomaly
24022,normal
23177,anomaly
109204,normal
73294,anomaly
103141,anomaly
116981,anomaly
6548,normal
89818,normal
63037,normal
70017,normal
62646,normal
61949,normal
69252,anomaly
76373,normal
104444,anomaly
9956,normal
31174,anomaly
99853,anomaly
27605,normal
26715,anomaly
96410,anomaly
96774,anomaly
80354,anomaly
51196,anomaly
99071,anomaly
71229,anomaly
57022,normal
32371,anomaly
42468,anomaly
15422,normal
57009,normal
117990,normal
102821,anomaly
12411,normal
124531,anomaly
107315,normal
68828,normal
41779,anomaly
34171,normal
66918,anomaly
43108,normal
23312,anomaly
54823,anomaly
99942,normal
46851,anomaly
97539,normal
41568,anomaly
23291,normal
97359,normal
6406,normal
9074,normal
28141,anomaly
94397,anomaly
50331,anomaly
70984,anomaly
61588,normal
29794,normal
44936,normal
59474,normal
37846,normal
25032,anomaly
95694,normal
119863,normal
92062,anomaly
46332,normal
49841,normal
102154,normal
55677,normal
119425,normal
104792,anomaly
97033,normal
42913,anomaly
79364,normal
39922,anomaly
71966,normal
72146,normal
92822,normal
103483,normal
123679,normal
86269,normal
77866,normal
18268,anomaly
117407,normal
78213,normal
35262,normal
55099,anomaly
52188,normal
120465,anomaly
28179,anomaly
33613,anomaly
74270,anomaly
77452,normal
94299,normal
11871,normal
110719,anomaly
7967,anomaly
89099,normal
40108,normal
46659,normal
31822,normal
16920,anomaly
17347,normal
105441,normal
101268,normal
114055,anomaly
117217,anomaly
48244,anomaly
71308,normal
50200,normal
23429,anomaly
51112,normal
35298,normal
11138,anomaly
114099,normal
14716,anomaly
73965,anomaly
37685,normal
31055,anomaly
91245,normal
31552,anomaly
5901,normal
73822,anomaly
118947,normal
29984,anomaly
64309,normal
63740,normal
74520,normal
5656,normal
94473,normal
48895,anomaly
55249,anomaly
104211,anomaly
72909,anomaly
52130,anomaly
124497,anomaly
56154,normal
6721,anomaly
24226,normal
112020,normal
78222,normal
73800,anomaly
40461,normal
95155,normal
31750,normal
94031,normal
52290,normal
73861,anomaly
73165,anomaly
63133,anomaly
45033,normal
60631,normal
76957,normal
34594,anomaly
87468,normal
25169,normal
12329,normal
98864,normal
97518,anomaly
102411,anomaly
61929,anomaly
90355,normal
64612,anomaly
70971,normal
4437,normal
10382,normal
65450,anomaly
90517,anomaly
83362,anomaly
90373,anomaly
102710,anomaly
64977,normal
36035,normal
18073,normal
122262,normal
42685,anomaly
38067,normal
55114,anomaly
84416,normal
47864,normal
30682,normal
35585,anomaly
115028,anomaly
84328,normal
88177,anomaly
5782,anomaly
119264,normal
16163,anomaly
118413,normal
19169,anomaly
9715,normal
65061,normal
10699,anomaly
76559,normal
115700,anomaly
119968,normal
4895,normal
91878,anomaly
56273,anomaly
121237,normal
85957,normal
13395,normal
98452,anomaly
82205,anomaly
97912,anomaly
18752,anomaly
41323,anomaly
62711,normal
120787,anomaly
91652,normal
29301,anomaly
48231,normal
55922,anomaly
102747,normal
72982,normal
98540,anomaly
81437,anomaly
99983,anomaly
10754,anomaly
39891,normal
124503,normal
108427,normal
46479,normal
29328,anomaly
68619,normal
98936,anomaly
88733,anomaly
117181,anomaly
100969,normal
207,normal
28982,normal
25592,anomaly
68910,normal
10526,anomaly
48604,anomaly
42828,normal
113092,normal
60963,normal
95673,anomaly
44843,anomaly
123464,normal
97543,normal
53363,normal
112413,normal
9686,anomaly
118562,normal
58576,anomaly
19201,anomaly
119979,normal
5249,normal
98117,normal
74069,anomaly
105730,anomaly
45113,normal
123709,normal
106283,normal
124736,normal
34503,normal
56549,normal
14484,anomaly
4255,anomaly
123102,normal
68011,normal
10756,normal
70587,normal
69249,anomaly
64315,anomaly
72240,anomaly
116492,anomaly
115395,normal
68008,normal
103493,normal
10106,anomaly
54624,normal
31367,anomaly
16456,normal
14210,anomaly
73379,normal
110944,normal
112356,anomaly
111335,normal
12323,normal
54253,normal
39532,anomaly
91302,anomaly
31007,normal
76329,normal
33893,normal
17625,anomaly
125565,normal
60946,normal
51501,normal
29371,anomaly
109847,normal
62438,normal
55754,normal
98032,anomaly
123032,anomaly
88700,normal
32117,normal
94018,anomaly
65108,normal
4358,normal
112418,normal
17727,normal
99073,anomaly
86936,normal
7421,anomaly
57784,normal
104956,normal
115788,anomaly
27213,anomaly
74696,anomaly
57993,normal
91658,normal
23711,normal
40390,anomaly
33755,anomaly
92578,normal
16014,anomaly
68388,anomaly
77231,normal
41621,anomaly
49104,normal
80532,normal
17014,anomaly
94880,normal
17633,anomaly
117867,anomaly
115170,normal
26160,normal
64174,anomaly
107958,normal
68576,normal
65481,normal
81571,anomaly
103314,anomaly
65681,anomaly
88920,normal
36041,normal
31910,normal
7227,normal
36451,anomaly
55826,anomaly
105111,normal
110641,normal
120387,anomaly
34084,normal
101529,anomaly
115760,anomaly
119503,normal
71831,anomaly
31401,normal
75388,anomaly
104056,normal
76153,anomaly
81929,anomaly
37384,anomaly
52249,normal
94088,anomaly
125094,anomaly
88789,normal
34068,anomaly
23669,normal
65429,normal
80758,anomaly
88204,normal
76666,anomaly
13673,anomaly
42668,anomaly
71031,anomaly
21675,anomaly
107904,normal
59189,anomaly
100102,normal
12149,anomaly
107971,normal
119891,anomaly
24611,normal
119735,normal
6441,normal
74172,normal
90025,anomaly
48368,anomaly
18743,normal
89022,anomaly
3654,anomaly
63646,normal
72588,normal
29734,normal
48713,anomaly
44139,anomaly
114014,normal
99590,normal
118218,anomaly
86365,normal
100441,normal
23171,anomaly
43596,anomaly
44976,normal
12289,normal
108177,anomaly
64157,normal
54691,normal
114793,normal
121999,normal
31010,anomaly
13467,anomaly
72430,normal
42652,anomaly
36378,anomaly
92653,anomaly
93747,anomaly
57716,normal
7151,normal
50115,normal
6012,normal
46413,normal
46881,normal
37650,anomaly
114828,anomaly
78612,anomaly
45379,normal
110350,anomaly
36914,anomaly
8906,normal
56088,anomaly
39310,anomaly
87163,normal
93300,normal
59182,anomaly
69967,anomaly
123261,normal
64106,anomaly
33174,normal
24596,normal
58348,normal
104874,normal
78714,normal
26987,anomaly
59889,normal
81709,anomaly
120133,anomaly
26966,normal
91055,anomaly
73770,anomaly
109326,anomaly
46819,normal
11563,anomaly
27598,normal
11556,anomaly
53551,normal
81889,normal
21636,normal
32779,anomaly
4760,normal
1177,anomaly
64732,normal
31348,normal
92059,anomaly
108997,anomaly
35631,normal
6471,anomaly
93977,normal
22612,anomaly
107522,anomaly
77576,normal
101293,normal
25537,anomaly
60233,anomaly
121805,anomaly
76743,anomaly
105314,anomaly
109834,anomaly
63449,anomaly
79973,normal
22443,normal
96546,normal
93680,anomaly
8927,anomaly
110896,normal
83360,anomaly
103896,anomaly
31324,normal
35643,normal
77714,normal
9108,normal
100494,normal
103110,anomaly
27723,normal
89152,anomaly
3726,normal
51924,anomaly
91736,anomaly
115142,anomaly
107317,normal
106493,normal
1367,anomaly
3712,normal
103754,anomaly
17772,normal
25426,normal
113942,normal
99304,anomaly
96652,anomaly
73297,normal
36321,normal
64965,normal
4114,anomaly
91749,normal
67203,anomaly
29165,anomaly
101477,anomaly
114044,normal
25923,normal
39882,normal
66024,anomaly
85150,normal
118516,normal
27208,anomaly
72460,anomaly
111279,anomaly
87128,anomaly
73384,normal
60576,normal
5704,normal
115262,anomaly
106437,anomaly
17087,normal
103409,anomaly
69569,anomaly
36059,anomaly
8125,anomaly
110169,anomaly
26984,normal
78916,normal
42287,anomaly
125410,anomaly
112269,anomaly
47055,normal
79134,normal
123480,anomaly
124432,anomaly
30659,normal
54061,anomaly
37208,normal
42823,normal
50138,normal
94795,anomaly
125202,normal
124146,anomaly
65838,anomaly
36487,anomaly
24089,anomaly
81040,anomaly
28625,anomaly
55409,anomaly
88009,normal
15577,anomaly
103542,normal
47414,normal
48320,normal
115886,anomaly
110677,anomaly
37380,anomaly
13669,normal
105823,normal
23196,anomaly
108295,anomaly
107510,normal
123008,normal
107860,anomaly
10225,normal
121863,anomaly
4470,anomaly
82811,normal
43753,normal
1969,normal
78131,normal
32556,anomaly
104061,anomaly
22911,normal
39062,normal
12115,anomaly
79141,normal
105899,normal
9110,anomaly
68785,normal
6570,anomaly
6638,normal
56503,normal
120030,normal
15398,anomaly
61212,normal
89393,anomaly
45272,normal
65661,normal
114474,normal
103674,normal
1239,normal
35057,normal
117428,normal
41235,normal
119273,anomaly
25611,anomaly
33997,anomaly
64178,anomaly
9200,normal
29856,normal
105284,normal
103482,normal
28404,normal
76260,normal
86213,normal
1058,normal
39030,anomaly
80896,normal
27420,anomaly
281,anomaly
91155,normal
91428,normal
47614,anomaly
66504,anomaly
81537,normal
20337,anomaly
34707,normal
125569,normal
83194,normal
619,anomaly
18309,normal
67278,normal
83310,normal
116891,anomaly
79671,normal
26155,normal
9847,normal
101872,anomaly
92464,anomaly
92324,anomaly
15563,anomaly
71652,anomaly
51886,anomaly
55204,normal
35946,anomaly
85112,anomaly
107803,anomaly
71635,normal
121717,anomaly
82495,anomaly
108856,anomaly
88576,normal
23499,normal
79530,anomaly
104199,normal
113939,normal
6276,anomaly
42240,normal
125839,anomaly
111453,anomaly
76619,normal
120585,anomaly
71260,anomaly
76367,anomaly
82189,normal
33397,anomaly
44738,anomaly
52233,normal
118154,anomaly
104734,anomaly
101678,normal
121750,anomaly
12588,normal
97955,anomaly
61367,normal
86475,normal
21927,anomaly
13760,normal
108542,anomaly
119044,anomaly
64674,normal
67649,anomaly
122907,anomaly
92152,normal
61272,normal
101520,normal
45893,normal
69350,normal
106625,normal
101459,normal
47064,normal
35046,anomaly
70135,normal
98317,anomaly
99950,anomaly
94588,anomaly
96059,anomaly
50677,normal
35133,anomaly
4648,anomaly
44965,normal
64324,normal
26916,normal
33142,normal
123551,anomaly
88397,normal
66061,anomaly
107435,anomaly
11561,normal
112214,anomaly
78301,normal
23279,normal
26723,anomaly
19975,anomaly
27490,anomaly
57056,anomaly
84878,normal
98833,anomaly
48364,anomaly
118402,anomaly
86652,normal
42229,normal
45241,anomaly
17778,anomaly
29426,normal
12201,anomaly
45350,normal
76707,anomaly
26017,anomaly
26958,normal
125761,normal
77539,normal
22015,anomaly
31585,normal
31860,normal
25849,normal
72099,anomaly
65128,anomaly
4703,normal
80818,normal
116400,anomaly
114225,anomaly
39063,normal
99259,normal
39443,normal
101757,normal
25963,normal
78339,normal
47908,anomaly
74131,normal
100375,normal
956,anomaly
59321,normal
114846,anomaly
112340,normal
72541,anomaly
30027,anomaly
98656,normal
111822,anomaly
55230,normal
16309,normal
104540,anomaly
45500,anomaly
94242,anomaly
8946,anomaly
79561,normal
60315,anomaly
114306,normal
91194,anomaly
2920,anomaly
123191,anomaly
114015,normal
37412,normal
661,anomaly
16082,normal
105361,normal
75717,anomaly
20049,normal
89899,normal
114994,anomaly
92447,anomaly
70326,normal
2356,anomaly
110198,normal
28380,normal
83847,normal
125447,normal
52579,anomaly
20022,normal
31890,normal
26745,normal
83186,anomaly
79148,anomaly
1560,anomaly
110091,normal
10326,normal
72715,normal
80885,normal
15313,anomaly
111562,anomaly
36877,normal
95081,anomaly
122555,anomaly
21288,anomaly
56446,anomaly
98818,anomaly
33662,normal
74137,anomaly
81941,normal
27961,normal
11653,anomaly
66435,normal
98511,normal
124376,normal
98762,normal
26630,normal
100734,normal
24826,anomaly
61550,normal
13629,normal
25683,anomaly
3389,anomaly
26289,anomaly
102215,anomaly
120071,normal
90827,anomaly
64881,normal
33320,normal
26015,anomaly
117832,anomaly
105221,normal
83976,normal
1925,normal
49786,normal
104386,normal
57660,anomaly
71626,anomaly
51047,normal
62768,anomaly
25003,normal
9078,anomaly
65641,normal
68577,anomaly
81905,normal
75897,normal
50861,normal
98393,normal
23398,normal
81061,anomaly
108737,normal
52326,normal
50069,anomaly
56985,normal
112755,normal
88652,anomaly
83869,normal
45004,normal
112360,anomaly
27424,normal
6368,anomaly
49153,normal
122720,anomaly
63483,normal
61681,normal
22431,anomaly
74663,anomaly
74441,normal
35488,anomaly
48787,anomaly
96347,normal
95317,normal
111925,anomaly
74319,normal
114126,normal
38559,normal
52269,anomaly
39499,anomaly
43408,normal
75304,anomaly
46167,anomaly
69298,normal
32981,anomaly
49930,normal
30087,anomaly
52648,normal
124096,normal
51195,anomaly
64288,normal
41688,normal
21804,normal
6154,normal
26143,anomaly
106661,normal
62046,anomaly
83309,normal
29009,anomaly
30015,anomaly
26589,anomaly
123153,anomaly
102471,anomaly
60112,normal
85708,anomaly
29759,normal
123274,normal
82503,normal
54615,anomaly
100737,anomaly
49268,normal
121332,anomaly
5109,normal
121787,anomaly
74744,anomaly
65455,normal
104101,normal
8712,anomaly
34531,normal
51027,normal
79083,anomaly
28541,normal
11536,normal
47837,normal
68760,anomaly
526,anomaly
122413,anomaly
15251,anomaly
52098,anomaly
53625,anomaly
44859,normal
5655,normal
107188,normal
38827,anomaly
82879,normal
61788,anomaly
39110,anomaly
30707,normal
85553,anomaly
112301,normal
82970,normal
74318,normal
8711,normal
68916,normal
36444,anomaly
5776,normal
115672,normal
39341,anomaly
21563,anomaly
99911,anomaly
85530,anomaly
18639,anomaly
23019,anomaly
38158,anomaly
26385,anomaly
114187,normal
82711,normal
107288,normal
84976,normal
26431,anomaly
48290,anomaly
1980,anomaly
76961,normal
19982,anomaly
115621,anomaly
110459,anomaly
12857,normal
7424,normal
5626,normal
32196,normal
63416,anomaly
99986,normal
48901,anomaly
53331,normal
28602,normal
81871,normal
39214,normal
53268,normal
33756,normal
97883,normal
93623,normal
113387,anomaly
44413,normal
117584,normal
52930,normal
22042,anomaly
77258,normal
3093,normal
52307,anomaly
78797,anomaly
112302,anomaly
60545,normal
50975,anomaly
23411,normal
17482,anomaly
75932,normal
101148,normal
41846,anomaly
68878,anomaly
81958,normal
97768,anomaly
6540,anomaly
89186,normal
14288,anomaly
123395,anomaly
101660,anomaly
13025,normal
26029,normal
11745,normal
44569,anomaly
96214,normal
29241,normal
27082,anomaly
93106,anomaly
112718,normal
31598,anomaly
7813,normal
125553,normal
57372,anomaly
87046,normal
27083,anomaly
100732,anomaly
21427,anomaly
87266,anomaly
90874,normal
77475,anomaly
21195,anomaly
24860,normal
115374,normal
37567,normal
23821,anomaly
67889,anomaly
121041,normal
114682,normal
76919,normal
20953,normal
122901,normal
117440,normal
9077,anomaly
73609,normal
63888,normal
80395,normal
50192,normal
112831,normal
7491,anomaly
115953,anomaly
45539,normal
124835,normal
72595,normal
13507,anomaly
82197,normal
5084,normal
26660,anomaly
91357,anomaly
100686,normal
98875,normal
1435,anomaly
61246,anomaly
13281,normal
42207,anomaly
87272,normal
29257,anomaly
110022,normal
47517,anomaly
76242,normal
70981,normal
1007,anomaly
63852,anomaly
31575,normal
37311,anomaly
12987,normal
72545,normal
31966,normal
34832,anomaly
66672,normal
75418,anomaly
60461,normal
95756,anomaly
87263,normal
75713,anomaly
33062,anomaly
91659,normal
92124,normal
57932,anomaly
48845,normal
18787,normal
92241,anomaly
102302,normal
42534,anomaly
36509,anomaly
77236,normal
22890,normal
2719,anomaly
105865,normal
78249,anomaly
47638,anomaly
54302,normal
49138,anomaly
68344,anomaly
74553,anomaly
49708,anomaly
48874,normal
63620,normal
22534,normal
53947,normal
2469,anomaly
69274,normal
86206,normal
111785,anomaly
26292,normal
97624,normal
51756,normal
33130,normal
105228,normal
83624,anomaly
65082,anomaly
96826,normal
112992,normal
67675,normal
19623,normal
117071,normal
7314,anomaly
86231,normal
99616,anomaly
92108,anomaly
118618,anomaly
71719,anomaly
30561,anomaly
11303,normal
1591,normal
19129,anomaly
84082,normal
2396,normal
115005,normal
112863,normal
9516,anomaly
103537,normal
124233,anomaly
86988,anomaly
85956,anomaly
41755,normal
3020,normal
9903,normal
106532,normal
94661,normal
41873,normal
112217,normal
70831,normal
3972,normal
21754,normal
80199,anomaly
69669,anomaly
33742,anomaly
105595,anomaly
25559,normal
81121,anomaly
50106,normal
58762,anomaly
124502,normal
42520,normal
46542,normal
29192,anomaly
94377,normal
25931,normal
88801,normal
103320,normal
17602,anomaly
65160,normal
97820,normal
43642,normal
23874,anomaly
111543,normal
83560,normal
17674,anomaly
110177,anomaly
83300,normal
34701,normal
102979,normal
59720,anomaly
60504,normal
75758,normal
33660,normal
7287,anomaly
54028,anomaly
61413,normal
7906,normal
28831,normal
24578,anomaly
112855,normal
122000,anomaly
26685,anomaly
25425,normal
84386,normal
7657,normal
42874,anomaly
26172,anomaly
30448,anomaly
18297,anomaly
62483,anomaly
76898,anomaly
46600,anomaly
117424,anomaly
66262,normal
72750,normal
73781,normal
50948,normal
81412,normal
118533,anomaly
14199,normal
55554,anomaly
109049,normal
27376,normal
82856,normal
116953,anomaly
115512,normal
61665,normal
40042,anomaly
77129,anomaly
34157,normal
101868,normal
64754,normal
41844,normal
38197,normal
81470,normal
114524,normal
56979,normal
54842,normal
62211,normal
80435,normal
24262,anomaly
48280,normal
80097,normal
34636,normal
29757,normal
106506,normal
56638,normal
806,anomaly
37573,normal
97659,anomaly
107434,normal
45028,normal
67364,anomaly
125908,anomaly
108730,normal
97419,anomaly
74691,anomaly
89431,normal
122744,anomaly
80688,normal
4494,normal
35400,normal
112590,normal
124229,anomaly
90816,anomaly
57775,normal
40600,anomaly
119076,normal
112573,anomaly
32913,normal
55619,anomaly
34801,normal
32413,normal
24951,normal
33933,anomaly
109996,anomaly
2050,normal
85680,normal
32733,anomaly
10816,normal
12676,anomaly
119123,anomaly
3430,normal
24574,normal
50072,anomaly
105373,anomaly
102665,normal
10616,anomaly
58606,anomaly
83691,normal
85431,normal
33039,normal
12984,anomaly
62187,normal
73972,anomaly
61916,normal
51184,anomaly
29629,normal
45084,anomaly
125615,normal
107309,anomaly
39974,anomaly
96122,normal
69346,anomaly
13919,anomaly
48543,normal
95505,normal
27788,anomaly
75532,normal
29430,anomaly
102650,normal
66081,normal
52393,anomaly
123618,normal
74038,normal
110017,anomaly
80765,anomaly
74859,anomaly
